id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
114,96332,"[40480, 5867, 6285, 2159, 33075, 611, 5482, 40481]","[[31801, 918, 15509, 5867, 5355, 21940], [3947, 15786], [16771, 6821], [589, 260, 4001, 17918], [734, 744, 3707, 6821], [6953], [6167, 4532], [11332], [17869, 6020], [34904, 4914, 498, 5867, 8294], [2832, 1454, 3204], [9230, 789, 607], [1353], [6878]]","[40480, 40482, 7931, 5867, 5355, 21940, 1073, 2808, 1210, 867, 5458, 498, 26332, 2405, 522, 14653, 40478, 40482, 1082, 246, 8654, 498, 3947, 488, 6821, 504, 1183, 5867, 2399, 40478, 40482, 3612, 609, 488, 11117, 5046, 500, 40478, 40482, 5971, 556, 1220, 12402, 23282, 522, 3602, 9341, 40478, 40482, 23667, 17918, 240, 734, 744, 3707, 6821, 240, 6953, 240, 4532, 488, 11332, 500, 246, 7754, 5024, 40478, 40482, 3135, 5867, 5825, 500, 17918, 9019, 40478, 40482, 8658, 746, 5867, 491, 1423, 277, 2088, 40478, 40482, 500, 246, 1719, 28058, 240, 2525, 6020, 715, 11868, 2525, 40478, 40482, 4846, 5867, 5825, 488, 5539, 240, 1927, 240, 1073, 903, 2324, 504, 589, 2000, 40478, 40482, 1082, 903, 2324, 5867, 500, 246, 2434, 2839, 1781, 40478, 40482, 23667, 8294, 488, 3204, 488, 8240, 715, 5867, 5825, 40478, 40482, 2454, 488, 5539, 504, 954, 282, 485, 284, 1808, 522, 1073, 5867, 544, 4941, 40478, 40482, 1300, 1959, 485, 1583, 40478, 40482, 500, 246, 1220, 5024, 240, 20599, 9230, 789, 607, 500, 1353, 40478, 40482, 9467, 666, 6913, 20483, 500, 2839, 1781, 40478, 40482, 2454, 488, 5539, 504, 1583, 5895, 1571, 40478, 40482, 4103, 556, 1845, 6878, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[1254, 3604, 7033, 63, 5180, 6270, 2353, 5319, 7557, 1672, 2461, 1833, 7655, 6061]"
120,94608,"[40480, 13179, 5409, 7735, 40481]","[[13179], [6812], [6444], [589, 260, 4001, 17918], [6953], [15473, 8361], [15473, 10166], [15341], [837, 7327], [6020], [4914, 6821], [563, 31331, 8780], [1582, 15000]]","[40480, 40482, 729, 2525, 10906, 485, 43, 10353, 40478, 40482, 4846, 277, 8441, 491, 246, 720, 485, 481, 16999, 21570, 1073, 589, 282, 604, 694, 2318, 40478, 40482, 2523, 861, 1183, 8441, 4846, 481, 6020, 488, 7087, 40478, 40482, 674, 29913, 589, 498, 481, 2832, 16126, 1281, 488, 4846, 507, 485, 481, 6020, 240, 8441, 240, 488, 13179, 9019, 500, 282, 4299, 240, 4869, 861, 1183, 8616, 40478, 40482, 1115, 240, 4846, 481, 837, 7327, 488, 7087, 862, 40478, 40482, 8240, 666, 246, 35050, 278, 1874, 7086, 7664, 6847, 40478, 40482, 19007, 562, 277, 2088, 491, 43, 10353, 240, 522, 522, 669, 246, 11249, 2572, 544, 13908, 666, 481, 5409, 488, 507, 2323, 551, 2698, 40478, 40482, 562, 481, 18929, 271, 15799, 8780, 488, 6821, 40478, 40482, 12172, 862, 488, 674, 4846, 481, 6444, 488, 15000, 40478, 40482, 2523, 1073, 3866, 488, 14965, 40478, 40482, 9379, 808, 861, 5409, 544, 16000, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[1093, 2499, 6906, 63, 6270, 332, 335, 1511, 7642, 4987, 1910, 7367, 5903]"
123,104697,"[40480, 13179, 17577, 32127, 40481]","[[8439, 17729], [8780], [21570], [1092, 4914, 6821], [4465, 29487, 6444], [17577, 17881], [6812], [1353], [13179]]","[40480, 40482, 19093, 271, 23667, 16126, 40478, 40482, 7087, 862, 40478, 40482, 3336, 666, 291, 3652, 20440, 1983, 6847, 40478, 40482, 19007, 500, 729, 6720, 43, 8393, 250, 10906, 562, 5895, 1571, 40478, 40482, 4858, 271, 32093, 15126, 21570, 500, 1353, 485, 2454, 562, 284, 1571, 40478, 40482, 9933, 488, 6018, 16829, 5379, 40478, 40482, 500, 2044, 37453, 23667, 21570, 240, 4914, 6821, 240, 6444, 488, 17577, 17881, 240, 4086, 1073, 2055, 3866, 488, 13241, 5045, 40478, 40482, 4846, 6812, 240, 566, 491, 246, 720, 240, 488, 7087, 1073, 668, 16343, 40478, 40482, 8240, 1557, 32327, 19093, 488, 19007, 491, 20876, 250, 562, 11421, 1571, 522, 1073, 2732, 544, 1241, 1233, 40478, 40482, 2548, 485, 844, 7858, 40478, 40482, 8658, 746, 281, 1808, 522, 10308, 40478, 40482, 38502, 1325, 15405, 271, 500, 1220, 4835, 39587, 32093, 1353, 556, 6444, 562, 284, 1262, 917, 540, 5994, 15126, 21570, 488, 32093, 284, 1571, 40478, 40482, 9933, 862, 488, 21033, 504, 1495, 498, 11998, 32127, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[3323, 840, 1093, 1910, 3355, 4568, 2499, 7655, 1093]"
124,101620,"[40480, 7778, 252, 6027, 33387, 21278, 40481]","[[4204, 17918], [6953], [15022, 6953], [1301, 11332], [8441], [5940], [1353]]","[40480, 40482, 542, 2586, 481, 17918, 666, 13733, 5024, 40478, 40482, 4846, 481, 35564, 488, 11332, 40478, 40482, 925, 3008, 500, 2233, 498, 17918, 488, 4846, 8441, 40478, 40482, 1759, 13733, 2327, 10162, 8297, 7533, 481, 5940, 488, 1353, 40478, 40482, 1529, 1220, 14653, 5767, 488, 1072, 246, 1220, 4289, 498, 6913, 6020, 500, 1183, 488, 1082, 504, 246, 1583, 6824, 500, 246, 729, 6720, 10906, 240, 3938, 2546, 288, 40478, 40482, 8240, 8020, 14672, 498, 481, 9019, 666, 1183, 1703, 488, 1082, 500, 481, 10906, 5539, 562, 7379, 260, 10353, 878, 252, 4103, 556, 589, 14259, 27150, 1572, 3545, 617, 14116, 481, 8876, 5539, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[5495, 6270, 3219, 590, 2499, 4717, 7655]"
126,95946,"[40480, 857, 7037, 4334, 629, 3, 915, 23512, 745, 501, 38749, 40481]","[[629, 3, 915, 23512, 745], [10444, 6020], [15022], [5940], [734, 744, 3707, 6821], [3137, 18594], [3137, 955, 964], [21447, 7869], [6953], [11332], [39327], [12227, 20503], [13249, 7524]]","[40480, 40482, 500, 246, 1719, 5082, 498, 11468, 1353, 240, 5539, 481, 629, 3, 915, 23512, 745, 562, 292, 260, 5895, 1571, 1073, 4941, 568, 3677, 40478, 40482, 9933, 40478, 40482, 500, 246, 5523, 260, 3261, 28058, 240, 2525, 6020, 488, 5539, 15022, 562, 6828, 2460, 40478, 40482, 4846, 485, 7063, 15657, 1412, 556, 5940, 488, 6821, 40478, 40482, 5539, 715, 11868, 2525, 240, 9822, 2327, 562, 1667, 485, 1643, 1571, 240, 1073, 10734, 544, 20559, 40478, 40482, 6018, 617, 2525, 488, 851, 1229, 867, 485, 1203, 1571, 485, 39161, 1144, 725, 40478, 40482, 9467, 500, 18594, 488, 955, 964, 488, 7033, 556, 6953, 488, 11332, 40478, 40482, 9467, 500, 21070, 39327, 240, 20503, 488, 13249, 7524, 40478, 40482, 1325, 15405, 1183, 6255, 556, 725, 10767, 16999, 734, 744, 3707, 240, 645, 10114, 40478, 40481]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,"[2592, 5006, 3184, 4717, 5180, 2794, 2776, 4964, 6270, 5319, 221, 6587, 4253]"
128,71610,"[40480, 19411, 7304, 24787, 5352, 40481]","[[4787, 27043], [277, 297, 954, 260, 4739, 5940], [32301, 10734], [15341], [19411, 31757]]","[40480, 40482, 1082, 481, 27043, 240, 5940, 240, 15341, 240, 488, 31757, 500, 246, 37588, 40478, 40482, 2454, 488, 12172, 1073, 3866, 40478, 40482, 8240, 666, 282, 3435, 40478, 40482, 4103, 2198, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3115, 4717, 170, 1511, 1076]"
131,43526,"[40480, 6796, 5940, 7, 491, 5339, 40481]","[[6796, 5940], [4017], [8780], [5339, 17918], [1942, 25916], [6953], [4613, 2832, 1431, 523]]","[40480, 40482, 562, 23750, 1942, 25916, 240, 1082, 25916, 500, 246, 7754, 15473, 6847, 40478, 40482, 19007, 491, 43, 8393, 562, 7648, 485, 7379, 1571, 522, 5802, 25916, 640, 4309, 903, 2324, 240, 9822, 6641, 40478, 40482, 2548, 40478, 40482, 4846, 589, 498, 481, 16126, 485, 246, 5339, 4165, 5175, 485, 36826, 535, 6054, 40478, 40482, 19007, 481, 5339, 2506, 481, 5186, 522, 1454, 4094, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,"[869, 3723, 840, 721, 6156, 6270, 7956]"
136,96462,"[40480, 32127, 24801, 556, 12698, 11125, 40481]","[[6444, 9021], [4914, 6821], [6444], [6812], [9514, 4914], [15000], [13249, 240, 17, 686, 498], [17918], [12698, 11125]]","[40480, 40482, 2525, 10906, 485, 43, 10353, 9378, 40478, 40482, 1584, 6642, 19633, 7420, 556, 14653, 33433, 40478, 40482, 1082, 246, 11274, 500, 2695, 498, 1183, 14251, 40478, 40482, 13206, 9021, 485, 2665, 645, 3638, 40478, 40482, 2523, 1281, 4914, 6821, 488, 6444, 504, 1003, 40478, 40482, 3305, 500, 1719, 5024, 1073, 3866, 40478, 40482, 4846, 6812, 240, 4869, 668, 1073, 16343, 40478, 40482, 2523, 500, 9514, 4914, 240, 15000, 488, 13249, 17, 686, 40478, 40482, 504, 954, 3305, 240, 2523, 500, 17918, 40478, 40482, 9467, 500, 12698, 11125, 40478, 40482, 9082, 22306, 666, 7420, 240, 25122, 7123, 40478, 40482, 19007, 562, 14635, 260, 11083, 6591, 40478, 40482, 240, 1073, 8787, 640, 1233, 40478, 40482, 2548, 8787, 500, 6847, 504, 8967, 562, 7379, 6591, 40478, 40482, 6018, 8787, 485, 8967, 485, 2548, 40478, 40482, 8658, 746, 40478, 40482, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[6911, 1910, 6906, 2499, 6654, 7449, 4288, 2683, 648]"
139,71930,"[40480, 5867, 488, 30878, 9540, 556, 20994, 1061, 494, 813, 2141, 40481]","[[14157, 40084, 5867], [21758], [563, 2654, 5581, 30878, 15786], [4478, 19414], [20994, 8361], [1643, 260, 16361, 8361], [15022, 796, 527], [3137, 10848], [1061, 494, 813, 2141], [21758, 5940]]","[40480, 40482, 1039, 1186, 1061, 494, 813, 2141, 271, 40478, 40482, 23667, 589, 16126, 8400, 40478, 40482, 5867, 488, 30878, 9540, 271, 40478, 40482, 8061, 21758, 504, 10906, 5367, 500, 26446, 10906, 562, 670, 284, 1571, 40478, 40482, 1892, 5867, 488, 30878, 666, 13436, 40478, 40482, 1082, 500, 5024, 240, 7087, 500, 21758, 240, 5541, 4183, 488, 1061, 494, 813, 2141, 40478, 40482, 8658, 746, 277, 2088, 781, 6255, 40478, 40482, 10956, 282, 40478, 40482, 12517, 240, 32672, 32672, 26354, 240, 860, 4683, 16, 249, 40478, 40482, 783, 25436, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,"[371, 1591, 7433, 6335, 2022, 2661, 3203, 2809, 4623, 1607]"
142,96780,"[40480, 24106, 22992, 16296, 5409, 40481]","[[34399, 16296], [6444], [7424, 745], [6812], [16824, 25358, 4430, 9651], [15000, 18347], [589, 260, 4001, 17918], [563, 2654, 5581, 20613, 8361], [15473, 10166], [6953], [34399, 24106]]","[40480, 40482, 24440, 27593, 488, 1233, 2913, 40478, 40482, 2523, 6444, 488, 7424, 745, 1073, 1092, 488, 12924, 40478, 40482, 2523, 500, 6812, 240, 4430, 9651, 488, 15000, 40478, 40482, 23667, 2832, 16126, 40478, 40482, 9467, 500, 501, 29702, 40478, 40482, 4846, 485, 6444, 9019, 26835, 556, 27593, 40478, 40482, 2523, 862, 40478, 40482, 8240, 22306, 666, 35050, 5895, 260, 3652, 2706, 26107, 6847, 40478, 40482, 19007, 500, 729, 6720, 43, 28852, 250, 10906, 11421, 485, 8393, 1571, 522, 1073, 32461, 13908, 500, 2732, 2323, 551, 1241, 2698, 488, 5409, 4408, 841, 617, 737, 498, 6847, 40478, 40482, 2548, 5895, 1571, 40478, 40482, 6018, 5409, 617, 6847, 485, 6859, 8967, 485, 2548, 2055, 40478, 40482, 20761, 27943, 715, 1495, 488, 714, 737, 498, 5409, 40478, 40482, 925, 9509, 260, 7379, 2497, 855, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[6906, 4574, 2499, 106, 7470, 63, 7407, 335, 6270]"
143,9734,"[40480, 8765, 19811, 504, 706, 2296, 566, 15022, 5339, 40481]","[[8765, 19811], [5703, 6237], [734, 5612], [17841], [15022], [4019, 9080, 10444, 6020], [1742, 540, 5809, 26285], [6953, 296, 11332], [5339], [706, 2296, 566, 6821], [734, 744, 3707, 6821]]","[40480, 40482, 562, 481, 19811, 240, 7087, 19811, 240, 5703, 6237, 240, 734, 5612, 240, 17841, 240, 15022, 240, 10444, 6020, 488, 26285, 500, 246, 7754, 5024, 40478, 40482, 7033, 556, 6953, 488, 11332, 40478, 40482, 2454, 5024, 488, 851, 19811, 831, 25838, 491, 844, 7858, 562, 491, 1423, 277, 2088, 240, 568, 20529, 281, 260, 282, 1808, 40478, 40482, 9467, 6641, 485, 32584, 29471, 855, 40478, 40482, 562, 481, 5339, 240, 23667, 10444, 6020, 488, 15022, 488, 851, 9019, 1229, 562, 670, 5895, 1571, 620, 29433, 759, 22862, 40478, 40482, 8676, 240, 2525, 481, 903, 6697, 40478, 40482, 4233, 566, 737, 498, 1183, 5339, 8654, 556, 15022, 488, 10444, 6020, 9019, 488, 903, 1107, 688, 23090, 260, 737, 609, 1073, 4309, 903, 2324, 40478, 40482, 1072, 246, 8654, 498, 706, 2296, 566, 488, 246, 8531, 27990, 498, 734, 744, 3707, 504, 1183, 8654, 240, 492, 6255, 246, 909, 498, 481, 734, 744, 3707, 562, 1325, 15405, 40478, 40482, 1233, 2913, 40478, 40482, 668, 781, 6255, 240, 2525, 609, 903, 6697, 833, 488, 8061, 6821, 1073, 24564, 40478, 40482, 4103, 5339, 500, 7754, 13714, 240, 33700, 670, 281, 278, 282, 3026, 498, 19811, 488, 831, 478, 4481, 715, 1183, 8654, 240, 1325, 747, 1391, 556, 5040, 734, 744, 3707, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,"[1223, 6335, 5185, 6183, 3184, 5006, 339, 6273, 715, 5731, 5180]"
154,100245,"[40480, 35199, 9230, 5339, 40481]","[[35199, 22306], [6812], [5940], [6444], [17918], [9230, 4366], [6020], [15473, 10166], [6953], [15473, 8361]]","[40480, 40482, 23667, 589, 1952, 500, 1719, 5024, 488, 2523, 491, 11868, 3305, 562, 280, 1571, 40478, 40482, 4846, 271, 6020, 240, 15473, 10166, 240, 6953, 240, 488, 15473, 8361, 7087, 862, 488, 8240, 500, 862, 35050, 291, 244, 6847, 40478, 40482, 19007, 491, 44, 42, 46, 250, 10353, 260, 6828, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[115, 2499, 4717, 6906, 2683, 1831, 4987, 335, 6270, 332]"
156,51948,"[40480, 1705, 38139, 40481]","[[38139], [6953], [37754, 10734], [2507, 6444], [559, 1164, 6020]]","[40480, 40482, 5122, 481, 38139, 488, 1892, 666, 277, 3652, 16003, 40478, 40482, 1072, 666, 246, 1719, 6847, 240, 2454, 556, 1705, 1353, 488, 2030, 485, 481, 14057, 240, 9933, 488, 2198, 2454, 556, 1353, 40478, 40482, 5463, 2055, 1236, 1705, 1829, 1353, 40478, 40482, 9933, 40478, 40482, 4846, 481, 6953, 240, 37754, 10734, 240, 6444, 488, 559, 1164, 6020, 40478, 40482, 7087, 862, 488, 4103, 11998, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1124, 6270, 6696, 800, 6413]"
164,96573,"[40480, 5867, 17409, 23835, 7735, 40481]","[[5867, 519, 2875], [2262, 4914], [8780], [21453], [15022], [8828, 16361], [4933, 10448], [20745, 8289], [6167, 2049, 532, 249, 1848, 3439, 249], [1454, 19104], [567, 585, 6738, 3204], [32451], [5541, 1322]]","[40480, 40482, 831, 25838, 519, 2875, 500, 481, 32451, 10308, 40478, 40482, 9933, 15207, 6167, 22193, 500, 1845, 1353, 562, 277, 2088, 40478, 40482, 9933, 507, 7507, 551, 589, 481, 5379, 9423, 277, 3, 2077, 8780, 500, 246, 6847, 4846, 481, 519, 2875, 240, 21453, 240, 22193, 488, 15022, 40478, 40482, 5539, 1073, 1241, 589, 481, 978, 980, 3051, 40478, 40482, 4846, 481, 4914, 240, 481, 2049, 532, 249, 240, 488, 481, 21298, 488, 5539, 485, 18115, 702, 1444, 715, 1583, 2525, 40478, 40482, 1300, 811, 2525, 240, 4086, 1180, 488, 7087, 500, 481, 8780, 1000, 843, 1845, 40478, 40482, 8240, 666, 246, 16382, 488, 8658, 746, 645, 512, 649, 512, 1598, 1495, 507, 556, 17843, 25592, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[4449, 3668, 840, 5010, 3184, 68, 393, 5324, 2267, 7768, 4509, 1636, 6426]"
165,97094,"[40480, 21758, 19888, 556, 4564, 23488, 10734, 40481]","[[19888], [589, 260, 4001, 17918], [6953], [11332], [712, 941, 3012], [3442], [21758], [17869, 6020], [4564, 831, 2531, 4481], [4564, 7524], [592, 5552, 23488]]","[40480, 40482, 15258, 488, 1740, 5, 500, 481, 19888, 1970, 481, 10046, 10287, 40478, 40482, 23667, 17918, 240, 6953, 240, 11332, 488, 712, 941, 3012, 500, 246, 11868, 5024, 240, 9822, 862, 40478, 40482, 925, 246, 862, 500, 2732, 498, 481, 17918, 9019, 40478, 40482, 8297, 4846, 3442, 9822, 1073, 22306, 544, 3866, 40478, 40482, 11606, 19888, 500, 22306, 674, 37926, 500, 481, 21758, 40478, 40482, 14046, 19888, 500, 1845, 6020, 1073, 4309, 903, 2324, 40478, 40482, 9933, 500, 2405, 11509, 40478, 40482, 4564, 23488, 10734, 271, 23667, 831, 2531, 4481, 240, 7524, 488, 23488, 500, 246, 1220, 5024, 240, 9822, 862, 40478, 40482, 2191, 277, 3026, 40478, 40482, 10111, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[6487, 63, 6270, 5319, 5168, 510, 1591, 7557, 5062, 5058, 2148]"
167,102742,"[40480, 33528, 2032, 6003, 19104, 40481]","[[3137, 19104], [8780], [38139], [21453], [2832, 31950, 17169], [652, 25, 3035, 11959, 10734], [734, 5612, 14071], [6953], [7, 4344, 6741]]","[40480, 40482, 5122, 488, 2832, 481, 19104, 40478, 40482, 6018, 488, 16172, 481, 26029, 40478, 40482, 9423, 8780, 500, 246, 6642, 3652, 28058, 715, 11868, 1583, 2525, 40478, 40482, 4846, 481, 22193, 26029, 240, 38139, 488, 21453, 40478, 40482, 4835, 836, 1073, 481, 21453, 544, 16411, 240, 9822, 6641, 40478, 40482, 9467, 500, 481, 5339, 17169, 240, 652, 25, 3035, 11959, 10734, 488, 29471, 855, 40478, 40482, 11463, 481, 14265, 1557, 481, 22193, 12998, 40478, 40482, 9154, 12998, 504, 246, 35050, 15473, 5070, 40478, 40482, 19007, 562, 284, 260, 288, 1571, 240, 522, 1073, 8400, 6720, 40478, 40482, 645, 512, 649, 19104, 240, 512, 812, 649, 616, 267, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[2847, 840, 1124, 5010, 2404, 7946, 5186, 6270, 5106]"
170,105305,"[40480, 35199, 2111, 8556, 2340, 40481]","[[1430, 11434], [5598, 10837], [38139], [21453], [6953], [11332], [2056, 11332], [19781, 19811]]","[40480, 40482, 14218, 246, 26855, 5465, 40478, 40482, 35009, 1183, 8556, 556, 6953, 488, 11332, 781, 7533, 481, 1115, 8556, 40478, 40482, 1082, 10837, 500, 481, 2695, 498, 481, 26855, 40478, 40482, 4846, 481, 8556, 498, 38139, 40478, 40482, 4846, 481, 8556, 498, 21601, 40478, 40482, 4846, 481, 8556, 498, 19414, 40478, 40482, 4846, 481, 2056, 11332, 40478, 40482, 8240, 481, 19811, 715, 481, 9019, 40478, 40482, 19007, 562, 280, 1808, 491, 43, 28852, 250, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[3484, 5887, 1124, 5010, 6270, 5319, 3440, 1027]"
171,97903,"[40480, 5867, 504, 5498, 522, 4445, 40481]","[[2176, 6878], [4914, 498, 38139, 8294], [4914, 498, 22193, 8294], [5940], [957, 2156], [29471, 484, 6953], [11332], [20994]]","[40480, 40482, 14218, 1719, 53, 34, 7877, 260, 3652, 6847, 40478, 40482, 2525, 1994, 802, 488, 5940, 1281, 500, 246, 1719, 4835, 39587, 40478, 40482, 9467, 500, 2176, 6878, 40478, 40482, 8240, 666, 53, 34, 7877, 260, 3652, 6847, 40478, 40482, 1082, 5867, 1250, 504, 1495, 488, 674, 35009, 556, 29471, 484, 6953, 240, 11332, 488, 20994, 4309, 40478, 40482, 2454, 589, 556, 14653, 40478, 40482, 19007, 491, 43, 42, 46, 250, 562, 280, 1808, 488, 7648, 1571, 40478, 40482, 249, 604, 12187, 616, 504, 246, 4382, 26459, 556, 1101, 15473, 720, 568, 240, 512, 604, 485, 1832, 525, 512, 587, 538, 925, 481, 6878, 727, 1162, 488, 24215, 702, 1273, 620, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[4759, 1914, 1920, 4717, 3153, 6374, 5319, 2019]"
